Address,Sold_Price,Year_built,Total_interior_livable_area,Total_spaces,Garage_spaces,Elementary_School_Distance,Middle_School_Distance,High_School_Distance,Annual_tax_amount,Last_Sold_Price
'1295 Coast Oak Trl',2.555599,2006,1879,5,2,2.4,?,1.1,2.151518,161000
'554 Glen Alto Dr',2.725394,2009,3450,2,2,0.4,?,1,2.474236,3901000
'1320 Mountain View Rd',2.618701,1957,864,1,1,0.7,?,4.5,2.10373,?
'12506 Appleton Way',2.70472,2020,3500,0,0,0.8,0.8,0.9,2.359956,?
'371 29th St',2.647282,1909,1524,2,2,0.8,0.4,1.2,2.351027,845000
'460 Twin Pines Dr',2.644056,1982,2860,0,0,1.7,1,2.7,2.360523,?
'33 Wildlife Ln',2.570723,1997,2662,0,0,1.9,?,13.2,?,?
'611 Adeline Ave',2.609508,2005,1265,2,2,2,?,1.9,2.318188,567000
'1337 Willard St',2.657067,1922,1205,1,1,0.9,?,0.6,2.252573,?
'10452 E Zayante Rd',2.572308,1940,674,0,0,3.4,3.4,3.5,2.246013,351500
'720 Huntley Dr APT 102',2.634916,1982,1502,0,0,0.4,2.7,1.3,2.310327,640000
'433A 2nd Ave',2.58874,1912,540,0,0,0.8,0.1,0.9,?,?
'1100 Alta Loma Rd APT 903',2.644056,?,1607,0,0,0.6,2.5,1.2,2.342144,900000
'40 Los Altos Pl',2.678915,1966,1880,2,2,0.7,2,1.9,2.220569,?
'1700 Buck Mountain Rd',2.511537,2002,2288,0,0,12.2,?,34.9,2.159595,85000
'10150 Ski Ranch Ln #102',2.50631,1988,704,0,0,7.9,9.7,7.1,?,?
'1310 Hillside Dr',2.66203,1981,2953,3,3,0.7,1.5,2.2,2.347998,1030000
'10816 Visitar St',2.542853,1977,812,4,4,2.7,2.8,2.9,2.180209,140000
'48 Calumet Ave',2.674746,1925,2024,1,1,0.6,2.7,0.3,2.38427,1085000
'3042 Gough St',2.65684,1924,1425,1,1,0.3,0.5,0.3,2.325692,1485000
'1411 Pleasant Ave',2.59693,1882,1170,2,2,0.3,1.1,1,2.242533,199500
'2778 Wright Ln',2.628973,2015,2194,2,2,0.5,2,1.3,2.350236,1010000
'823 N Fuller Ave',2.575975,1938,650,0,0,0.8,?,0.6,2.437938,1385000
'3936 6th Ave',2.632667,1933,2181,2,2,?,0.4,?,2.340642,?
'184 Bel Ayre Dr',2.668634,1951,2570,2,2,0.9,1.5,2.4,2.342909,700000
'8965 Wonderland Ave',2.61608,1943,986,0,0,0.7,3.5,2.4,2.057383,?
'1234 Wilshire Blvd APT 608',2.583588,2006,890,0,0,0.4,0.3,0.6,2.279011,470000
'2495 Westridge Rd',2.676781,1965,2232,4,4,1.3,1.8,2.6,2.411653,1875000
'1409 Jefferson Ave',2.644221,1922,1670,0,0,0.7,1.3,0.4,2.201316,?
'103 Via Hermosa',2.646702,1978,2795,0,0,1.2,1.8,1.4,2.345563,952000
'4338 25th St',2.695219,1903,2090,1,1,0.3,0.3,?,2.327889,550000
'20927 Jacks Rd',2.692667,1949,1990,2,2,1.8,1.8,1.1,2.431573,2400000
'133 Melville Ave',2.662448,1940,2691,2,2,0.2,3,0.7,2.24642,?
'22 Louis Ln',2.53192,1963,1760,1,1,?,0.7,1,2.191315,?
'616 S Wilton Pl APT 403',2.612654,2005,1680,0,0,0.2,1.5,1.3,2.316395,725000
'7 Edgar Pl',2.59953,1900,?,?,?,0.6,0.6,0.6,2.300449,600000
'705 Hudson St',2.654999,1939,1295,0,0,0.4,1.1,0.5,2.347901,1098000
'34290 Sunridge Dr',2.507841,1981,1300,0,0,2.9,?,2.7,2.047986,100000
'1260 Hermosa Way',2.718897,1948,2620,0,0,0.8,0.2,1.6,2.299535,901000
'410 Churchill Ave',2.720586,1921,1673,0,0,0.4,0.9,0.6,2.360728,751000
'1076 El Capitan Ter',2.652719,2013,1986,2,2,1.9,2.4,1.5,2.347849,969500
'15915 Meyers Grade Rd',2.608396,1953,1800,0,0,5.2,?,19.2,2.317028,800000
'10410 Mary Ave',2.567105,1944,806,1,1,0.1,0.2,?,2.170831,113000
'3 Poppy Ln #229',2.663481,1986,2100,0,0,1.2,0.9,0.6,2.363157,1106000
'6277 Oak Ave',2.520018,1967,960,1,1,5.1,?,12.2,2.12816,113500
'8542 Dolly Varden Ave',2.603956,1959,1656,0,0,0.4,?,6.7,2.306331,550000
'31 Orben Pl',2.723833,2001,3000,2,2,0.7,?,0.4,2.385384,480000
'2371 39th Ave',2.667457,1955,2179,2,2,0.4,0.5,1.1,2.383578,1510000
'2144 N Calle Trinidad',2.473473,1979,1420,2,2,0.5,1.8,1.8,2.001963,?
'1700 N Pearl Ave',2.569428,1938,1066,2,2,0.3,1.6,2.2,2.255793,254000
'31352 Whispering Meadow Ct',2.605728,2006,4213,3,3,3.4,?,22.5,2.298418,55000
'1450 Stokes St',2.605922,1973,1134,1,1,0.4,1.6,0.7,2.282686,350000
'2374 Edgewater Ter',2.658586,1931,1486,0,0,?,?,?,2.348198,967000
'905 N Soto St',2.578749,1922,1300,0,0,0.3,1.1,0.9,2.251958,355000
'487 Sieber Ct',2.567105,1982,762,2,2,0.6,?,0.2,2.280593,431000
'402 Chelsea Xing',2.624402,1997,1643,2,2,0.1,?,3.6,2.345135,?
'7914 W 4th St',2.662448,1921,1922,2,2,0.1,1.6,0.8,2.337407,6900
'584 Flannery St',2.662656,1963,1444,2,2,0.3,2.5,0.8,2.251511,?
'116 Durham St',2.66707,1947,1200,0,0,0.4,3.1,1.4,2.395939,1665000
'2169 Rosswood Dr',2.671022,1963,2046,2,2,0.6,0.2,1,2.366864,1100000
'639 23rd Ave',2.671204,1916,1992,0,0,0.4,0.6,0.5,2.338982,671000
'415 Anita Dr',2.650857,1946,1290,0,0,0.3,0.2,0.8,2.094186,?
'2154 Parkwood Way',2.647282,1952,1151,2,2,0.3,0.4,0.5,2.225478,?
'2901 Salem Dr',2.641414,1974,1630,2,2,0.5,2.3,0.6,2.232211,975000
'3212 Summertime Ln',2.554199,1973,730,0,0,0.6,0.7,0.7,2.159433,?
'688 N 20th St',2.638902,1956,1779,2,2,0.3,1.3,0.8,2.153597,?
'1420 Glen Canyon Rd',2.618136,1927,860,0,0,2,2.8,2.3,2.280026,?
'1330 Westridge Dr',2.713719,1959,2170,0,0,?,?,4,2.438766,2801500
'465 Zenia Bluff Rd',2.59693,1930,2000,2,2,2.2,?,15.9,?,?
'3113 Brighton Ave',2.620564,1922,2090,2,2,?,?,?,2.255875,356500
'2508 N Via Artis Ave',2.627153,2013,2107,0,0,0.3,?,?,2.320464,702500
'320 Rio Del Mar Blvd',2.635857,1965,1563,2,2,1.5,?,2.4,2.3006,564500
'1161 Raposa Dr',2.615661,1980,1799,2,2,0.7,0.8,0.8,2.351995,751000
'683 Mccarty Ave',2.659027,1955,1149,1,1,0.3,0.9,1.6,2.329805,685000
'2700 Hutton Dr',2.737269,1950,3662,0,0,3.2,?,5.1,2.452157,3000030
'2266 Fargo St',2.572777,1922,593,0,0,0.3,1.3,1.4,?,?
'1169 N Hillcrest Rd',2.852698,?,?,0,0,1.3,?,2.6,2.62343,30000000
'732 Northrup St APT 122',2.59693,1991,964,1,1,?,?,?,2.277791,455000
'1590 Smythe Ave',2.559079,1993,1408,2,1,0.3,0.9,2.1,2.16189,165000
'14026 Pimo St',2.503555,1979,1780,1,1,0,0.2,2,2.157524,190000
'3901 Blue Heron Way',2.565138,1985,2248,2,2,4.6,?,5.4,2.242556,415000
'2323 Mayberry St',2.624771,1920,1934,0,0,0.1,1.4,1.7,2.070962,?
'608 N Plumas St',2.526223,1962,1310,5,2,0.3,?,0.4,2.176249,158000
'1833 Alsace Ave',2.638543,1925,1745,0,0,0.4,?,1.4,2.341468,926500
'461 Halsey Ave',2.630001,1947,1008,1,1,1.6,0.9,1.2,2.32668,640000
'8172 Sunnyside Ln',2.501934,2004,868,2,2,9.1,?,21.8,2.133208,35000
'17701 Avalon Blvd SPC 76',2.501523,1978,1344,0,0,0.5,1.5,1.9,?,?
'121 E 126th St',2.563649,1948,614,0,0,0.4,?,?,2.157303,?
'8785 Desert Willow Trl',2.475524,1978,1506,2,2,4.3,10,6.6,2.05835,138084
'6321 Snowberry Ct',2.624402,1997,3028,2,2,0.3,1.4,0.4,2.297639,388000
'21379 Pine Tree Rd',2.48296,2006,1617,0,0,9.7,?,25.7,2.133278,?
'112 Hill Rd',2.465938,1942,1010,2,2,5.7,?,5.9,?,105000
'332 Fair Oaks St',2.678103,1900,3480,0,0,0.9,0.5,0.7,?,?
'6106 W 75th Pl',2.651352,1947,1950,0,0,0.4,?,?,2.339986,775000
'7312 Rainbow Dr',2.666486,2005,2036,2,2,0.9,1.3,1.8,?,?
'55 Mustang Trl',2.563649,1992,2790,3,3,3.8,?,3.7,2.253645,459000
'1445 Fruitdale Ave UNIT 322',2.584386,2009,723,1,1,0.8,1.7,0.9,2.248515,304000
'431 Montwood Cir',2.684332,1976,2000,0,0,0.6,?,0.4,2.413498,?
'1015 Ashbury St APT 1',2.669731,1913,1884,2,2,0.6,?,1,2.364722,887000
'8108 Oak Ct',2.612213,1948,2135,5,5,1,1.4,2,2.139345,?
'334 N Park Victoria Dr',2.621766,1962,1446,2,2,0.3,1.4,1.2,2.208592,?
'221 Noe St APT 2',2.627578,1908,?,0,0,0.2,0.3,0.4,?,509000
'8177 Chiesa Dr',2.594114,1965,977,2,2,0.6,1,1.7,2.206339,166500
'3031 California St',2.663481,1895,1782,1,1,0.3,?,0.4,2.328557,612000
'401 Spruce Cir',2.555994,1977,1038,0,0,0.4,1.1,0.9,2.252319,433000
'2320 Princeton St',2.664296,1938,1169,1,1,0.3,1.5,1.1,2.436119,2200000
'2001 Mcallister St APT 155',2.608115,2002,647,1,1,0.4,0.9,0.2,2.317134,?
'655 Libra Ln',2.653296,1972,1700,2,2,0.5,2,2.5,2.309245,665000
'638 Shetland Ct',2.668224,1984,3137,3,3,1.1,1,0.8,2.36482,1076000
'275 Humboldt Rd',2.630677,1934,820,0,0,0.5,0.2,3.9,2.32146,820000
'605 Stapp Rd',2.63623,1978,2744,0,0,4.7,9,9.1,2.313708,694000
'6125 Yeadon Way',2.633961,1996,1680,2,2,0.3,?,1.9,2.284492,287500
'2121 Lyric Ave',2.634217,1923,1087,0,0,0.8,0.4,0.6,2.288767,445000
'4815 Crystal St',2.659682,1948,1626,0,0,0.8,0.7,2.4,2.322515,728000
'1111 Alberni St',2.600689,1940,650,1,1,0.8,?,1.8,2.204589,575000
'13460 Colony Ave',2.674746,1993,7387,6,6,0.3,?,4.1,?,?
'516 Hanley Pl',2.697792,1949,2165,2,2,0.3,1.1,3.2,2.408847,1885000
'265 El Bosque Dr #265',2.505923,2011,1088,0,0,?,?,3.9,?,?
'50 Crown Ct',2.686664,1986,3020,0,0,1.1,2.1,2.1,2.340286,?
'153 John Kennedy St',2.503955,1971,1014,0,0,?,?,1,1.951982,152000
'1 Chico Ct',2.556583,1984,2236,2,2,8.8,11.6,8.9,?,378961
'2383 Ticonderoga Dr',2.644604,1978,1470,1,1,1,2.2,2.1,2.344188,930000
'2946 Belden Dr',2.646383,1940,1832,2,2,1,1.7,1.8,2.356612,1095000
'122 Jewell St',2.586852,1980,1229,1,1,1.9,1.1,2,2.181655,?
'1820 Hollyhock Ln',2.635857,1991,3327,3,3,0.5,2.1,1.2,2.353462,980000
'65 Maple Ave',2.726917,2004,3130,0,0,0.7,1.4,1.4,2.437951,?
'10600 Juniper St',2.534612,?,?,?,?,0.2,0.8,?,?,?
'5565 Woodcutters Way',2.501934,1982,1330,2,2,7.6,?,7.6,2.133069,200000
'101 Trosi Canyon Rd',2.5232,2008,768,1,1,5,?,4.8,?,?
'5736 Nina Way',2.51676,1943,1116,1,1,0.5,1,1.7,2.195231,188000
'5900 Canterbury Dr APT A201',2.58874,1971,1029,2,2,0.9,1.8,1.9,2.276407,?
'1085 Tasman Dr SPC 747',2.562578,2018,1860,0,0,2.4,3.5,2.5,?,?
'328 Monterey Dunes Way',2.658143,1975,1600,0,0,3,2.9,4.4,2.301666,?
'17990 Highway 9',2.581555,1935,1036,0,0,4.1,8.5,8.6,2.277354,300000
'8815 Croydon Ave',2.630677,1942,1498,0,0,0.6,?,?,2.107942,865000
'344 Firecrest Ave',2.638962,1965,1640,0,0,3.9,?,2.5,2.156861,?
'223 Evelyn Way',2.664093,1951,1622,2,2,0.9,?,?,2.366182,1065000
'450 Manzanita Rd',2.588678,1923,959,0,0,2.1,6.6,6.8,2.2654,395000
'4805 Mccoy Ave',2.648837,1959,1684,2,2,0.2,0.7,0.4,2.334759,565000
'424 Casa Del Mar Dr',2.639199,1970,1460,0,0,1,?,1,2.308311,590000
'4900 Overland Ave UNIT 352',2.58874,1973,962,4,2,0.2,0.3,0.4,2.284852,455000
'11642 Giusti Rd',2.594114,1980,1807,2,2,6.1,?,8.7,2.170201,145000
'301 Lawson Pl',2.669358,1952,2908,2,2,1.7,0.7,0.6,2.337315,825000
'601 Leahy St APT 202',2.618217,1975,1555,0,0,0.8,?,1.8,?,?
'119 Paseo Mexico UNIT 10',2.497679,2006,1699,2,2,?,2.3,5.3,2.069601,100000
'518 The Alameda',2.647282,1961,1606,2,2,0.5,2.3,1,2.319926,550000
'293 Ely Ct',2.638902,1968,1755,2,2,0.5,?,0.2,2.324327,450000
'110 Liberty St',2.701743,1882,?,0,0,0.8,?,0.3,2.378139,1165000
'220 E 99th St',2.61691,1925,768,0,0,0.4,0.8,0.5,2.298817,365000
'21150 Saratoga Hills Rd',2.698863,1948,2768,2,2,1.3,1.7,0.8,2.405958,1455000
'1010 N Kings Rd APT 201',2.613959,1970,1231,0,0,0.6,2.1,0.8,2.239189,249000
'244 Shorebird Cir',2.619341,1986,1018,2,2,0.9,?,2.8,?,870000
'1023 Brackett Way',2.674053,2003,2331,2,2,?,?,3.8,2.339367,761000
'7 Bayberry St',2.721414,2020,4800,0,0,?,?,5.3,2.414111,?
'8416 Stakes St',2.546761,1990,1773,2,2,6.1,?,6.5,2.220598,255000
'223 Gabilan Ave',2.676446,1962,2096,2,2,0.2,1.2,2.7,2.280247,?
'555 Fulton St #215',2.601624,2016,708,0,0,0.3,1.8,0.6,2.28748,?
'3721 Darshan Ct',2.680353,2019,4095,0,0,1.1,0.9,0.7,?,?
'1504 Betty St',2.518423,1956,705,2,2,0.5,5.1,4.9,2.132721,134000
'2726 Glen Amador Ct',2.635857,1988,2113,2,2,0.8,?,1.5,2.310993,500000
'1425 Benton St',2.625719,1941,1080,1,1,0.9,0.5,2.1,2.318489,645000
'4542 Bend Dr',2.617321,1954,1120,1,1,0.5,?,1.3,2.310032,655000
'360 Milagra Dr',2.625064,1954,1010,0,0,3,?,3.4,2.333246,800000
'5640 S Sherbourne Dr',2.652331,1953,2327,0,0,?,?,2.2,2.318737,690000
'645 Cinnamon Cir',2.638902,2020,1122,2,2,1.3,1.4,2.9,2.323323,?
'1460 Oakhurst Ave',2.763183,1960,6200,3,3,0.7,?,1.1,2.490382,3100000
'2058 Delbarr Ct',2.593537,1986,1290,1,1,1.7,1,1,2.332833,?
'479 E 49th St',2.629317,1940,?,1,1,0.3,0.5,?,2.332268,765000
'1504 Lake St',2.578029,1930,700,0,1,0.2,?,0.1,2.262457,?
'4436 S Mullen Ave',2.645419,1949,1660,2,2,?,0.8,?,2.3394,852000
'643 Maybell Ave',2.690009,1954,1420,2,2,0.1,0.3,0.4,2.099253,?
'4393 Harness Tract Rd',2.552772,1977,1530,2,2,1.1,?,8.8,2.223869,?
'795 E Meadow Dr',2.693404,1954,1947,0,0,0.3,0.5,2,2.098488,?
'33 Montclair Ter',2.711636,1937,2890,1,1,0.1,0.5,0.3,2.450732,3133000
'1062 Grape Ave',2.684629,1953,1966,2,2,0.3,0.2,1.6,2.392862,1550000
'590 6th St APT 301',2.637701,2001,1308,1,1,?,?,?,2.354733,950000
'408 Firecrest Ave',2.638902,1964,1610,0,0,3.9,?,2.5,2.22098,?
'11849 Mayfield Ave APT 102',2.610874,1969,1447,0,0,1.9,1.9,0.4,2.201352,165000
'223 Monticello St',2.644604,1948,1250,2,2,0.3,0.8,1.1,2.350301,?
'6850 Kahala Rd',2.575826,2003,2000,2,2,6.1,?,2.2,2.234661,58000
'3675 Grayburn Ave',2.61691,1941,1436,0,0,?,0.7,0.9,2.255363,655000
'15180 Joanne Ave',2.631013,1955,1679,2,2,0.9,1.5,1.5,2.358832,1025000
'451 Kansas St UNIT 420',2.540175,2007,438,1,1,0.5,2,0.2,2.22486,214500
'10640 La Corte Ln',2.656567,1972,2451,2,2,0.5,3.6,1.8,2.273795,?
'155 Ivory Palm Ter',2.658143,2017,1914,2,2,0.6,1.5,1.9,2.390226,1640000
'4014 W 29th St',2.642523,1923,2403,0,0,0.5,0.9,1,2.301429,740000
'711 Jennifer Way',2.619896,1984,1280,2,2,0.4,0.9,0.7,2.324733,790000
'1732 Dwight Way',2.644604,1912,2191,1,1,?,?,?,2.34352,642000
'370 Mountain Home Ct',2.779943,1985,7925,0,0,0.1,?,2.1,2.469175,?
'252 S Cambridge St',2.609508,1941,1178,4,2,0.4,1.1,0.8,2.295624,586000
'5575 Empire',2.635857,1976,1947,7,7,2.6,3.3,5.2,2.307543,685000
'353 Sweeny St',2.644604,1939,1475,1,1,0.4,?,?,2.289681,430000
'Church St',2.499857,1976,?,?,?,1.5,?,7.7,2.145082,?
'116 Curtis St',2.559079,?,?,?,?,1.5,1.2,1.6,?,?
'5163 S Wilton Pl',2.594114,1921,1216,2,2,0.4,?,?,2.218456,?
'16583 Englewood Ave',2.711732,2002,3139,2,2,0.2,6.5,0.8,2.418972,2000000
'4187 Maybell Way',2.700033,1960,1906,2,2,0.1,0.3,0.4,?,203000
'1683 La Fayette Rd',2.60224,1924,1311,0,0,0.3,0.5,?,2.170395,125000
'670 Jackson St',2.711211,1911,9190,0,0,0.3,0.6,1.2,?,?
'10718 Flaxton St',2.647282,1948,1046,0,0,0.3,0.9,1,2.170492,?
'4749 Durango River Ct',2.595817,1977,1104,2,2,0.7,1.3,0.5,2.24754,?
'1616 N Curson Ave',2.682526,1918,2531,0,0,0.2,1.3,1.2,2.411918,?
'156 Summit Way',2.638902,2015,1547,2,2,1.1,2.1,1,2.359152,1078000
'1304 Weepinggate Ln',2.599103,1977,1296,0,0,0.3,?,0.8,2.320454,740000
'1128 Cardiff Ave APT 202',2.61691,1991,1435,2,2,0.4,2.6,1.4,2.32015,740000
'961 Kains Ave',2.632667,1944,1300,0,0,0.1,?,1.2,2.049928,760000
'4520 Bend Dr',2.648323,2004,3120,0,0,0.5,?,1.4,2.335608,?
'85812 Avenida Grace',2.537209,2011,1314,2,2,0.9,0.5,2.4,2.241637,242000
'36 Morse St',2.632667,1912,1700,1,1,0.3,1.6,0.5,2.322178,700000
'43428 Alta Acres Dr',2.584649,1946,1800,0,0,1.7,?,?,2.212279,179000
'243 Laumer Ave',2.609508,1953,1046,3,3,0.3,0.4,0.7,2.312388,600000
'1565 Sandra Kay Ct',2.599636,1994,1068,1,1,0.9,1.8,1.3,2.282778,393000
'1461 Coyote Creek Way',2.618942,2013,1462,2,2,1.2,2.9,2.7,2.318468,668000
'1850 Evans Ln #67',2.447699,1985,480,0,0,0.6,1.3,1.3,1.817923,?
'210 Kenneth Dr',2.654718,1968,2089,0,0,1.2,?,2.1,2.283586,?
'214 Calpine Ave',2.537209,?,?,?,?,12.1,?,12.3,1.855302,20000
'13830 Pollard Dr',2.5232,1942,866,0,0,7,8.3,9.5,2.077877,35000
'1550 Technology Dr UNIT 3078',2.60121,2005,1133,2,2,1.8,?,3.5,2.295757,520000
'3455 Kenyon Dr',2.659246,1960,1513,2,2,0.3,3.1,0.9,2.073995,?
'188 Jackson St',2.682831,1960,2368,2,2,1.1,6,0.4,2.188833,?
'307 Faxon Ave',2.623585,1927,?,1,1,1,0.7,1.1,2.122784,?
'2145 Franklin St APT 3',2.663481,1917,1810,1,1,0.2,0.8,0.6,2.267588,303500
'32 Moran Way',2.666486,1955,2764,0,0,0.7,3.9,0.7,2.238824,?
'5978 Pilgrim Ave',2.696702,1966,2524,2,2,0.8,0.5,0.5,2.323704,356000
'1605 Ontario Dr',2.678754,1962,2960,4,4,0.5,1.2,0.7,2.416594,2000000
'2231 Balsam Ave',2.655926,1939,862,0,0,0.4,?,2.4,2.374774,1405000
'720 W 101st St',2.576568,1922,1108,0,0,0.7,1.3,1.1,2.255773,385000
'1555 Geary Blvd APT 2',2.589358,1963,850,1,1,0.1,?,0.5,2.293385,577000
'2551 Hillcrest St',2.637397,2002,3249,2,2,0.7,2.7,1.9,2.350611,930000
'19114 Vineyard Ln',2.61773,1971,1132,1,1,1.6,1.5,0.9,2.147837,?
'537 E Mc Kinley Ave',2.646649,1981,1764,2,2,0.2,2,1.3,2.322277,595000
'312 W 5th St APT 415',2.579034,1923,990,0,0,?,1.2,1.1,2.298392,?
'465 Fathom Dr APT 321',2.600059,1978,950,1,1,1.1,2.3,3,2.309645,650000
'2500 Tara Ln',2.647282,1962,2240,0,0,0.6,0.2,2,2.311833,495000
'713 Carignane Dr',2.607833,1978,2226,2,2,0.9,2,1.1,2.322466,750000
'1900 Vine St APT 103',2.593421,1980,1532,2,2,0.3,0.9,1,2.285969,?
'1454 Mirada Cir',2.542141,1977,1370,2,2,0.8,?,1.5,2.170054,165000
'4685 Albany Cir APT 129',2.574318,1982,813,0,0,0.7,1.8,1.5,2.202666,?
'5189 Englewood Dr',2.661398,1959,1399,2,2,0.2,0.9,0.8,2.29036,?
'3778 Moore St',2.64911,1950,1354,0,0,0.2,0.5,0.3,2.24453,216500
'4111 Haines Ave',2.624329,1968,1685,2,2,0.3,1.3,0.9,2.248427,?
'3291 Mattos Ave',2.614816,1963,1248,1,1,0.5,0.4,0.1,2.33913,?
'2740 Aqua Verde Cir',2.698863,1972,4198,3,3,0.5,?,4.9,2.400638,?
'983 Wallace Dr',2.645149,1965,1859,2,2,0.7,1.2,1.1,2.242697,?
'712 Sandsprings Dr',2.584912,1956,1380,2,2,?,?,1.8,2.135611,?
'185 Rio Via',2.590092,1958,1098,2,2,0.9,?,8.2,?,?
'405 Piccadilly Pl',2.566256,1971,450,0,0,0.8,?,2,2.244323,400000
'11 White Cottage Rd N',2.654483,1950,2295,0,0,0.8,?,?,2.304489,540000
'3308 Gaylor Ln',2.643502,1961,1733,2,2,0.4,1.2,1.7,2.335128,770000
'600 El Camino Real #302',2.625792,2019,940,0,0,0.1,?,1.3,?,?
'45 Buena Vista Ave',2.654483,1939,1694,0,0,3.6,?,6.8,2.153368,?
'12 Mirada Rd',2.659246,1986,1600,0,0,0.5,?,2.3,2.372512,1450000
'3114 La Terrace Cir',2.584912,1985,904,1,1,?,1.6,1.3,2.282255,478000
'3878 Pearl Ave',2.626512,1966,2137,4,4,0.1,1.1,1.2,2.348743,?
'15261 Caspar Rd',2.603756,1996,1881,0,0,?,?,?,2.290233,?
'4111 Chevy Chase Dr',2.61686,1922,1170,2,2,0.7,?,1.7,2.270708,350000
'4057 Tropico Way',2.638843,1966,1917,2,2,0.5,2.7,?,2.21434,?
'4839 Jarvis Ave',2.629317,1962,1188,2,2,0.4,0.6,0.7,2.32965,700000
'211 S Fremont St APT 306',2.536979,1989,692,0,0,1.9,2.5,0.9,2.220686,236500
'2496 Clear Spring Ct',2.592014,1984,1113,1,1,0.9,1.1,0.7,2.225757,220000
'2729 Burlingame Way',2.623585,1962,1746,2,2,0.4,?,1,2.196026,?
'304 Ginger Ln',2.607644,2019,1629,2,2,0.1,2.1,0.7,2.220628,?
'428 Shorewood Ln #428',2.48853,1972,1440,0,0,?,?,3.4,?,?
'218 Evening Star Ct',2.617485,1969,1010,2,2,0.4,2.3,2.3,2.279552,475000
'622 Azule Ave',2.634281,1966,1525,2,2,0.4,?,0.7,2.212503,198000
'2459 Amaryl Dr',2.634599,1973,1530,2,2,0.2,0.9,1.5,2.240828,?
'26878 Capay St',2.554903,?,1200,0,0,?,0.8,0.3,?,?
'717 W 66th St',2.594687,1999,2279,5,5,0.1,0.7,0.4,2.294781,343746
'312 Byxbee St',2.624329,0,?,2,2,0.7,0.6,1.1,2.354603,?
'7936 Eloise Ave',2.562758,2005,1563,2,2,?,?,?,2.194888,235500
'2136 Caravaggio Dr',2.613959,2000,2189,3,3,0.8,?,2.2,2.285865,?
'324 Anna Ave',2.660546,1956,1140,2,2,0.2,1,1.5,2.066572,?
'69 Rennie Ave',2.647282,1984,2470,2,2,0.5,0.8,1.2,2.310418,410000
'1565 Hester Ave',2.679718,1928,2888,2,2,0.2,0.3,0.2,2.398211,1375000
'522 N Wilton Pl',2.622072,1915,1300,0,0,0.2,0.9,2.9,2.333553,865000
'625 16th Ave',2.669358,1920,2092,1,1,0.1,1,1,2.363961,1018000
'5348 Brynhurst Ave',2.60121,1914,1508,0,0,0.6,1,?,2.060395,?
'35306 Camino Tres Aves',2.571202,2001,1404,10,10,16.4,10.5,6.1,2.245605,?
'12764 E Jefferson Ave',2.573552,1971,1206,0,0,2.4,2.7,2.9,2.108293,?
'21726 Elaine Ave',2.571202,1950,731,1,1,0.2,0.3,0.9,2.046774,200000
'3430 Wonder View Dr',2.737269,1940,?,2,2,0.4,2.6,1.9,2.489976,19995
'451 Frederick St',2.651105,1900,1573,0,0,0.2,3,0.8,?,?
'380 17th Ave',2.674746,1910,1824,1,1,0.4,0.9,1,2.390528,1410000
'1471 W Vernon Ave',2.610874,1917,3911,4,4,?,?,?,2.307753,?
'5469 8th Ave',2.580166,1924,1355,0,0,0.4,1.1,?,2.050519,?
'10425 Calvert Dr',2.653679,1952,1754,0,0,0.6,0.8,0.6,2.270307,262000
'460 Bayview Ave',2.64461,1953,1050,1,1,0.6,1.2,1.8,2.333962,819000
'1243 Highway 41',2.553591,1986,1338,6,6,9.5,?,8.3,2.211637,300000
'119 Center St',2.654718,1947,1730,1,1,1.4,1.5,1.9,2.340464,800000
'7881 Airlane Ave',2.621496,1946,1154,0,0,0.1,?,?,2.276194,235000
'680 Alberta Ave APT K',2.616496,1981,975,1,1,0.4,1.2,0.7,2.273474,431000
'250 Middleton Dr',2.620133,1963,2300,3,3,0.6,4.8,5,2.331511,900000
'2124 Laguna Vista Dr',2.641529,1977,2922,3,3,1.9,4.5,5.2,2.352791,860500
'106 Main St',2.521009,1947,774,0,0,?,?,0.8,2.181437,240000
'3711 Flora Ave',2.585565,1921,1022,0,0,0.3,?,1.2,2.260203,395000
'8220 Marek Rd',2.540939,1996,1562,2,2,1.2,?,0.9,2.140712,165000
'199 New Montgomery St UNIT 504',2.61177,2004,779,1,1,?,?,0.6,2.313653,?
'10513 Haas Ave',2.597589,1947,2440,2,2,0.3,1.3,0.8,2.279726,420000
'223 Waller St',2.651352,1906,1280,1,1,0.2,1.4,0.5,2.395876,1610000
'10235 Green Hills Ct UNIT 15',2.465347,?,?,?,?,11.3,?,14.3,?,?
'5215 Sepulveda Blvd UNIT 12D',2.620133,1964,1435,2,2,0.5,0.6,0.6,2.205827,?
'5443 Wameda Ave',2.654718,1950,2013,0,0,0.5,?,1,2.337189,775000
'10111 East Rd',2.582239,2019,1480,5,5,3.5,8.4,7.9,1.911326,?
'2740 White Horse Rd',2.555003,1988,1144,0,0,2.6,?,7.8,2.200742,212500
'1353 Cristal Ct',2.645688,2006,2867,2,2,0.7,0.9,1.2,2.369278,1080000
'2362 Folsom St #A',2.620133,1900,?,1,1,0.3,3.5,0.1,?,550000
'204 Skilling Ct',2.607644,1991,1992,0,0,0.5,1.1,1.5,2.276095,420500
'3521 Orinda Dr',2.649348,1948,1460,1,1,0.1,1.4,1.6,2.328344,595000
'8180 Pescadero Creek Rd',2.598566,1978,1600,0,0,4.5,?,3.8,2.184908,?
